"AuthorityCode","AuthorityName","RouteUID","RouteID","RouteNameZh","SubRouteUID","SubRouteID","SubRouteNameZh","OperatorName","Headsign","Direction"
"TPE","臺北市","TPE11217","11217","市民小巴1","TPE157455","157455","小巴1去繞溪山","首都客運","-","0"
"TPE","臺北市","TPE11217","11217","市民小巴1","TPE157455","157455","小巴1去繞溪山","首都客運","-","1"
"TPE","臺北市","TPE11221","11221","284","TPE11221","11221","284","首都客運","-","0"
"TPE","臺北市","TPE11221","11221","284","TPE11221","11221","284","首都客運","-","1"
"TPE","臺北市","TPE11231","11231","621","TPE112310","112310","621","首都客運","-","0"
"TPE","臺北市","TPE11231","11231","621","TPE112310","112310","621","首都客運","-","1"
"TPE","臺北市","TPE11232","11232","211","TPE112320","112320","211","首都客運","-","0"
"TPE","臺北市","TPE11232","11232","211","TPE112320","112320","211","首都客運","-","1"
"TPE","臺北市","TPE11241","11241","662","TPE112410","112410","662","首都客運","-","0"
"TPE","臺北市","TPE11241","11241","662","TPE112410","112410","662","首都客運","-","1"
"TPE","臺北市","TPE11242","11242","539","TPE112420","112420","539","首都客運","-","0"
"TPE","臺北市","TPE11242","11242","539","TPE112420","112420","539","首都客運","-","1"
"TPE","臺北市","TPE11242","11242","539","TPE161888","161888","539預約公車","首都客運","-","0"
"TPE","臺北市","TPE11242","11242","539","TPE161888","161888","539預約公車","首都客運","-","1"
"TPE","臺北市","TPE11243","11243","39","TPE112430","112430","39","首都客運","-","0"
"TPE","臺北市","TPE11243","11243","39","TPE112430","112430","39","首都客運","-","1"
"TPE","臺北市","TPE11245","11245","226","TPE11245","11245","226","首都客運","-","0"
"TPE","臺北市","TPE11245","11245","226","TPE11245","11245","226","首都客運","-","1"
"TPE","臺北市","TPE11246","11246","292","TPE11246","11246","292","首都客運","-","0"
"TPE","臺北市","TPE11246","11246","292","TPE11246","11246","292","首都客運","-","1"
"TPE","臺北市","TPE11251","11251","棕13","TPE112510","112510","棕13","首都客運","-","0"
"TPE","臺北市","TPE11251","11251","棕13","TPE112510","112510","棕13","首都客運","-","1"
"TPE","臺北市","TPE11251","11251","棕13","TPE162187","162187","棕13不經外雙溪(至善)","首都客運","-","0"
"TPE","臺北市","TPE11251","11251","棕13","TPE162187","162187","棕13不經外雙溪(至善)","首都客運","-","1"
"TPE","臺北市","TPE11252","11252","255","TPE112520","112520","255","首都客運","-","0"
"TPE","臺北市","TPE11252","11252","255","TPE112520","112520","255","首都客運","-","1"
"TPE","臺北市","TPE11253","11253","255區","TPE112530","112530","255區","首都客運","-","0"
"TPE","臺北市","TPE11253","11253","255區","TPE112530","112530","255區","首都客運","-","1"
"TPE","臺北市","TPE11253","11253","255區","TPE159512","159512","255區去程半","首都客運","-","0"
"TPE","臺北市","TPE11253","11253","255區","TPE159513","159513","255區返程半","首都客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE11411","11411","299(三重)","三重客運","-","0"
"TPE","臺北市","TPE11411","11411","299","TPE11411","11411","299(三重)","三重客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE157461","157461","299(大都會)","三重客運","-","0"
"TPE","臺北市","TPE11411","11411","299","TPE157461","157461","299(大都會)","三重客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE159807","159807","299(大都會)返程半","三重客運","-","0"
"TPE","臺北市","TPE11411","11411","299","TPE159808","159808","299(三重)返程半","三重客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE159809","159809","299(大都會)去程半","三重客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE159810","159810","299(三重)去程半","三重客運","-","0"
"TPE","臺北市","TPE11411","11411","299","TPE11411","11411","299(三重)","大都會客運","-","0"
"TPE","臺北市","TPE11411","11411","299","TPE11411","11411","299(三重)","大都會客運","-","1"
"TPE","臺北市","TPE11411","11411","299","TPE157461","157461","299(大都會)","大都會客運","-","0"
