BSM_BUSSTO,BSM_CHINES,geometry
4073,美麗華(樂群),POINT (121.55710344047 25.082702029307)
56113,福德坑環保復�,POINT (121.58984 25.00717)
2020,衡陽路,POINT (121.510217537682 25.04227396959)
4780,鷺鷥草原,POINT (121.466983114202 25.1309916137003)
663,永公路二,POINT (121.55418 25.1158)
2420,政大御花園,POINT (121.58726642785 24.9856564927056)
1001044,衛生福利部,POINT (121.594985 25.050244)
57706,景興國中,POINT (121.544517243489 24.9971557519927)
5034,社子市場二,POINT (121.508043647907 25.0886953225263)
50534,大崙尾山,POINT (121.569807 25.10657)
20384,福興路口,POINT (121.551397109848 25.0028175785547)
50527,下七股(花藝村�,POINT (121.57337 25.184215)
4761,金泰公園,POINT (121.56712 25.07768)
5993,天師宮,POINT (121.510962802741 25.0680260429202)
57703,茶推廣中心,POINT (121.59349562698 24.969327396833)
50028,舊莊,POINT (121.62277 25.03833)
20414,靈糧山莊,POINT (121.56061 25.00544)
13110,捷運士林站,POINT (121.52607 25.09323)
2104,松隆路口,POINT (121.5695496503 25.044797373444)
1001340,景華街,POINT (121.547584850566 24.9981782298867)
1000390,知行路口,POINT (121.467197293932 25.1229405030539)
2164,慈恩園,POINT (121.569361 25.012332)
5017,風尾,POINT (121.528696904975 25.1543572595412)
5019,大坑廟,POINT (121.538086024815 25.1586777870048)
5002,富德里,POINT (121.596087999655 25.004153857953)
50512,安泰街129巷,POINT (121.616413 25.077692)
286,立賢路口,POINT (121.504264330213 25.1158561330411)
1700,捷運南港軟體�,POINT (121.615336068089 25.0597929783301)
4686,林安泰古厝,POINT (121.529639724367 25.0710736484223)
879,楓林橋,POINT (121.58288 25.11915)
1000566,圓覺寺,POINT (121.589001 25.095894)
960,鵝尾山步道口,POINT (121.57535781349 25.128881131022)
1001298,大湖國小,POINT (121.59965905026 25.088189568812)
6932,松友新村,POINT (121.581141 25.036858)
357,中央南大興街�,POINT (121.500975766416 25.1299886063313)
2288,建國南路,POINT (121.537409575003 25.0312855237966)
1001330,公民會館(北投�,POINT (121.509726 25.137937)
20313,小油坑,POINT (121.546521 25.179996)
1001398,草湳,POINT (121.605524 24.970449)
536,磺溪,POINT (121.528123 25.126212)
1962,重慶南路一段,POINT (121.513186989101 25.0456073929142)
7220,林泉里,POINT (121.512460699406 25.1407885943507)
2715,北藝大藝文生�,POINT (121.466066801682 25.1312843234313)
414,復興中學,POINT (121.500142024239 25.1404257952951)
2364,小坑口,POINT (121.579379 24.986195)
4785,嘉興里,POINT (121.557134 25.025888)
1436,延平一站(長安),POINT (121.512557859841 25.0518833736398)
9455,帕米爾公園,POINT (121.592497 25.122025)
4860,陽明山立體停�,POINT (121.53901629696 25.154104228098)
121,北投國中,POINT (121.503998041406 25.1343320118757)
742,社正路,POINT (121.510280694023 25.0887363083505)
9458,楓林橋,POINT (121.583778 25.116994)
1000667,松山商職(松山),POINT (121.578335 25.036576)
1001460,陽明公園後門�,POINT (121.53487 25.15944)
1000802,自來水博物館(�,POINT (121.531685 25.014457)
818,通河街(承德),POINT (121.52092466501 25.0813667798816)
6687,博物館(襄陽),POINT (121.515494267729 25.0434538159783)
1289,長安國小(長安),POINT (121.530802577483 25.0483157928811)
3964,製片廠,POINT (121.488019650331 25.1384813245468)
50107,三重里,POINT (121.610362134069 25.0594983981219)
6403,萬華車站,POINT (121.499973 25.033084)
4647,士林站,POINT (121.518684 25.094912)
228,橫嶺古道,POINT (121.54109 25.151749)
20402,南京西路口(塔�,POINT (121.51031 25.05265)
14415,永公路二,POINT (121.55439 25.11594)
1000902,余氏古厝,POINT (121.660484 25.024808)
4729,山豬窟,POINT (121.623374 25.026299)
1980,羅斯福寧波街�,POINT (121.519898 25.030765)
1001335,臨時站,POINT (121.558548 24.993703)
6401,萬華車站,POINT (121.5007596503 25.03283797306)
783,浮線,POINT (121.472530359998 25.1065803737617)
2379,文山二分局,POINT (121.541181581551 24.9923905270446)
1000216,南松山(塔悠),POINT (121.570434546008 25.0521260077094)
748,芝山國小,POINT (121.53673813492 25.110140264332)
1001118,市民延吉街口,POINT (121.553879 25.044634)
4840,安泰橋,POINT (121.614 25.07806)
1001463,政大威秀,POINT (121.580532903498 24.982367233686)
20243,民和街口,POINT (121.49501 25.024334)
627,內雙溪橋,POINT (121.56151 25.11212)
667,永平街口,POINT (121.504575110541 25.0922317464578)
693,磺仔外,POINT (121.54533084146 25.1606722628459)
242,明德路267巷,POINT (121.522462 25.114617)
453,慈后宮,POINT (121.501489687737 25.1275300759147)
1692,茶葉製造示範�,POINT (121.663806865668 25.0274317314715)
1192,中山區公所,POINT (121.534155172347 25.0644782496929)
5994,延平國小,POINT (121.51106166138 25.0664961290073)
387,捷運唭哩岸站�,POINT (121.505326 25.121301)
1208,臺北漁市,POINT (121.536784379241 25.0658872091839)
1001103,興隆市場後站,POINT (121.54729 25.0005023103398)
9477,平菁街93巷二,POINT (121.57809 25.13913)
6728,政大二街,POINT (121.584378 24.985826)
1797,莒光派出所,POINT (121.503113263893 25.0311251394186)
1754,西門國小,POINT (121.504003 25.043299)
4863,主教公署,POINT (121.55232 25.02513)
1001394,建國中學,POINT (121.513268 25.029304)
1001468,圳內,POINT (121.53197927116 25.159909307526)
2026,聯合醫院婦幼�,POINT (121.51811 25.0287061494336)
1621,九如里二,POINT (121.616222 25.035059)
1001336,敦南203巷,POINT (121.548436164618 25.0021204350684)
1000290,芝山抽水站,POINT (121.527368179685 25.1011650041596)
1001462,湖山路二段,POINT (121.5387 25.15771)
2543,貓空站(小天空�,POINT (121.59539 24.96796)
1000310,新生南路一段,POINT (121.532051120021 25.0403439575787)
815,第二展望,POINT (121.53145 25.14365)
744,雙溪淨水場,POINT (121.56987 25.11467)
20241,舊宗路一段(行�,POINT (121.579639 25.058701)
547,關渡宮,POINT (121.465328 25.118495)
14488,氣象台,POINT (121.544342023737 25.1617375993062)
60108,氣象台,POINT (121.544202285162 25.1611066826201)
4616,漢口街,POINT (121.505237 25.045991)
5972,下溪沙尾,POINT (121.478871056367 25.1059444342652)
1001793,吳厝,POINT (121.53734 25.14761)
9456,風櫃嘴,POINT (121.597173 25.13225)
1930,忠孝國小,POINT (121.530461403049 25.0427485246836)
4609,青年公宅,POINT (121.502643 25.021587)
883,菁山遊憩區一,POINT (121.561066367796 25.1517018763406)
16260,農安街吉林路�,POINT (121.53062122453 25.0649958671979)
1001120,微風廣場,POINT (121.545125 25.045144)
1181,大直橋,POINT (121.542733 25.072266)
3935,忠孝國小,POINT (121.531106347332 25.0430431695807)
56092,天恩宮,POINT (121.592291 24.970627)
4639,西藏路口,POINT (121.500599 25.028737)
1000909,學園路口,POINT (121.465652 25.127548)
1706,富德公墓28區,POINT (121.589075 25.012464)
1001328,北投公園(中山),POINT (121.505184784124 25.1369757072894)
1418,民生西路口(大�,POINT (121.511407480592 25.0579090809386)
1000734,康樂街,POINT (121.619265203227 25.0714731427933)
2399,田寮橋,POINT (121.58686 24.97012)
1001323,湖田區民活動�,POINT (121.534262 25.177549)
50064,陽明山靈骨塔,POINT (121.523804 25.138612)
5049,溫歌華社區,POINT (121.593649271046 25.0581929342354)
1000341,酒泉街,POINT (121.513384905212 25.0720497209731)
100014568,黎明社教中心,POINT (121.551902 25.019682)
2432,樟樹步道南口,POINT (121.580357050429 24.969398380998)
905,福德宮,POINT (121.57076 25.11859)
16202,昌吉重慶路口(�,POINT (121.513547 25.06685)
899,福音,POINT (121.55056001317 25.1143365915433)
1321,建國農安街口,POINT (121.53615297421 25.064819510737)
14669,天母公園,POINT (121.530327 25.124606)
1210,臺北漁市,POINT (121.537234540227 25.0660927701133)
3945,龍山國小,POINT (121.4953 25.0362)
583,士林區農會,POINT (121.525671636781 25.0928638299869)
36,大業中央北路�,POINT (121.497724 25.135862)
4992,合庫訓練中心,POINT (121.529219279762 25.1230889273632)
4858,富德公墓28區,POINT (121.589432 25.012264)
14234,消防局(松仁),POINT (121.568264 25.038732)
1445,南京西路口(鈕�,POINT (121.511621119604 25.0545471507946)
309,風動石,POINT (121.579136872696 25.0008207253955)
50110,茶葉製造示範�,POINT (121.663664161476 25.0273077338035)
851,陽明山泉,POINT (121.55124 25.139787)
602,大經橋,POINT (121.557333931486 25.1091779827812)
1001469,內埔,POINT (121.53073 25.15791)
1001471,彌陀寺(硫磺谷),POINT (121.52148 25.14374)
4845,陽明大學實驗�,POINT (121.514556 25.12313)
459,敬老院,POINT (121.466441630359 25.1193151638883)
50436,晉強公司,POINT (121.599166 25.062938)
662,永公路一,POINT (121.55288889088 25.114568872834)
5040,士林國小,POINT (121.524789 25.094059)
50646,天北站,POINT (121.526639744085 25.1230271502976)
1592,臺北市區監理�,POINT (121.560533 25.048391)
7230,清江國小,POINT (121.507580080603 25.1276298096626)
1000850,華齡街,POINT (121.519322550189 25.0835943938171)
5015,十八份埔,POINT (121.518238 25.150014)
57704,景美國小(景文),POINT (121.540709033793 24.988898646237)
4832,芳和國中,POINT (121.550257364418 25.0181390276757)
757,威靈廟,POINT (121.476328684425 25.1057905831241)
50451,碧山路口,POINT (121.591745 25.086236)
189,北投垃圾焚化�,POINT (121.502519 25.114254)
14509,環山網球場,POINT (121.578287 24.982826609207)
2428,和平東路四段,POINT (121.570832168741 25.0044652886533)
8605,塔悠疏散門,POINT (121.568172240454 25.0650737305718)
1000619,岩山里,POINT (121.537708683954 25.101779204864)
8665,敬業四路,POINT (121.55844635582 25.081855757186)
2490,萬芳社區,POINT (121.569816 25.002253)
4997,災害應變中心,POINT (121.56481 25.02897)
355,捷運公館站,POINT (121.535644 25.0131118505664)
1000021,三軍總醫院松�,POINT (121.557874385835 25.0538817473717)
1001435,三王宮,POINT (121.505559 25.100386)
767,故宮博物院,POINT (121.549379 25.09946)
2471,普羅旺世,POINT (121.584067 24.987833)
14424,中山樓,POINT (121.549653833274 25.1512511496189)
1000468,東湖站,POINT (121.603014769131 25.0611674545363)
198,宏國新村,POINT (121.520123 25.115962)
500,綜合市場,POINT (121.515902 25.115899)
1001488,萬隆社區,POINT (121.537126134523 25.0001790766426)
4826,雅祥公園,POINT (121.57224440307 25.0478941502785)
200005014,捷運唭哩岸站2,POINT (121.50571462068 25.1206201609063)
1720,舊莊,POINT (121.622697 25.038074)
1001074,景美國小(景文),POINT (121.541093777568 24.9891930863924)
50067,北藝大校門口,POINT (121.466011154295 25.1290198645823)
1001028,聯合醫院陽明�,POINT (121.531466628461 25.1059426535423)
566,倫仔尾一,POINT (121.573315 25.133634)
487,漾館時尚旅館,POINT (121.504786994531 25.1351637273011)
810,平菁街93巷一,POINT (121.579043 25.135674)
4036,富光里,POINT (121.50973 25.07998)
1000278,三軍總醫院(南�,POINT (121.531096317791 25.0157743937391)
4648,坑口運動公園,POINT (121.623579753493 25.0352494716081)
714,帕米爾公園,POINT (121.592712 25.122035)
1856,三軍總醫院,POINT (121.529932 25.016839)
50517,職能發展學院�,POINT (121.539357 25.113707)
1291,長安新生北路�,POINT (121.528640872673 25.0491671732487)
1000774,慈音山莊,POINT (121.56699530556 24.96647574831)
14419,淨水廠,POINT (121.54956 25.139062)
334,健行新村(東華),POINT (121.50922768966 25.1206269195469)
14604,頂北投,POINT (121.532420716644 25.1511304411742)
2101,松友新村,POINT (121.580964 25.037055)
20419,金龍禪寺,POINT (121.58649 25.09215)
1000926,山豬湖,POINT (121.555959 25.142353)
1150,麗山高中(港墘),POINT (121.57808 25.08352)
20231,新湖舊宗路口,POINT (121.578810099129 25.0600841568252)
4866,關渡國中(關渡�,POINT (121.467223 25.121347)
819,通河街(承德),POINT (121.520894954283 25.0816076592837)
6027,捷運小南門站,POINT (121.511617 25.035161)
9466,合誠宮,POINT (121.57497291534 25.130299713291)
340,國軍北投醫院,POINT (121.509814 25.140031)
1271,松江新村,POINT (121.533554433777 25.061268402621)
9410,雙溪站,POINT (121.566291 25.106415)
4615,桂林路,POINT (121.500815164828 25.0384724642396)
1958,牯嶺街,POINT (121.51789 25.02814)
1705,富德公墓20區,POINT (121.587789 25.011003)
9465,福德祠,POINT (121.57465 25.1288)
1000835,新湖民善街口(�,POINT (121.575500691569 25.0585898388511)
4731,福音山莊,POINT (121.623535298122 25.0219121211137)
4188,捷運南港站,POINT (121.606373 25.051875)
9487,明德樂園,POINT (121.56501 25.11304)
1000442,六褔公園,POINT (121.616119 25.048866)
4050,中和街,POINT (121.500216 25.140455)
1001262,蘭州國中,POINT (121.516257626418 25.0686922303317)
4836,中正山登山口,POINT (121.520194 25.149962)
50073,修德國小,POINT (121.590223592846 25.0463517157701)
14690,山上運動場,POINT (121.57806398301 24.9801304933283)
4167,八號水門,POINT (121.539525 25.073689)
792,教師中心,POINT (121.550053 25.150511)
4177,上塔悠,POINT (121.562026 25.070558)
4651,南港機廠,POINT (121.602962991805 25.0515478790201)
1487,蘭州國中,POINT (121.516270145649 25.0684829315366)
1000230,捷運忠孝復興�,POINT (121.543626 25.042319)
1001247,樟樹步道北口,POINT (121.583422 24.968542)
4987,天和里,POINT (121.534221 25.125671)
1000870,成福宮,POINT (121.590415 25.038332)
1001116,市民東寧路口,POINT (121.562583 25.046991)
2541,興福國中,POINT (121.549913919547 25.0045580804531)
5992,鄰江里,POINT (121.51095629696 25.071493666555)
6651,信義市場,POINT (121.53736672579 25.0343236453415)
866,新安里,POINT (121.55715 25.13046)
4723,山豬窟,POINT (121.623735843062 25.0265278209575)
429,華江站(欣欣客�,POINT (121.488923241489 25.032246827412)
4894,大埔一,POINT (121.533557239835 25.1424789078398)
20418,堤頂大道口,POINT (121.564070059022 25.0784384480869)
427,無尾崙,POINT (121.52732478042 25.152280865376)
816,陽明山國家公�,POINT (121.54610091921 25.1551300371032)
50523,天寶聖道宮,POINT (121.56548631259 25.1683842834633)
1000413,紗帽陽明路口,POINT (121.54879836079 25.1491783686825)
9424,楓林橋,POINT (121.58294854233 25.11927285628)
1001088,濟南金山路口,POINT (121.529862877726 25.0408267777801)
20415,福德宮,POINT (121.5705 25.11864)
2386,木柵高工,POINT (121.570733 24.996667)
30040,嶺頭,POINT (121.540391419643 25.1020562910343)
705,我家花園,POINT (121.573489527742 25.1250513676284)
9486,沙崙,POINT (121.56688 25.11358)
4995,職能發展學院�,POINT (121.538151 25.113792)
106,臺北城市科技�,POINT (121.467328 25.13285)
60149,水墘,POINT (121.554569295901 25.1202190768981)
510,熱海大飯店,POINT (121.508979 25.136497)
1001234,人壽一村,POINT (121.489518 25.032073)
1518,成福路口一,POINT (121.588061685541 25.0411171312909)
115,北投文物館,POINT (121.514032 25.138839)
6672,金華大廈,POINT (121.529040770113 25.0296446206797)
36115,小油坑,POINT (121.546629 25.180168)
1001260,照明寺,POINT (121.513254 25.131556)
20368,泉源國小,POINT (121.5244 25.14919)
1000052,承德路口,POINT (121.518868879193 25.0684349010185)
4865,通化街,POINT (121.5543193375 25.0312979344738)
20232,新湖舊宗路口,POINT (121.578831684589 25.0600058216512)
2001,博物館(館前),POINT (121.515057344159 25.0441772424518)
1000814,飛航服務總台,POINT (121.55217931433 25.072504380986)
102,臺北地院,POINT (121.511099 25.037509)
1000160,後港里,POINT (121.518486379607 25.089559)
6948,泉州街口,POINT (121.51324 25.02628)
4817,老人自費安養�,POINT (121.561976 24.986676)
243,明德路267巷,POINT (121.522227 25.114314)
4652,水鋼琴社區,POINT (121.580992722893 24.9819160086821)
1016,正聖堂,POINT (121.57632655952 25.053968139102)
1317,建北站,POINT (121.534663919547 25.0675898390937)
2472,棲霞山莊,POINT (121.587715 24.987153)
1000680,萬芳社區,POINT (121.57197 25.002854)
825,菁山遊憩區,POINT (121.558374 25.151715)
2319,新安路七,POINT (121.554455 25.130167)
8541,貿商三村,POINT (121.592340188865 25.0851216204339)
20724,楊聖廟,POINT (121.495706 25.022395)
4810,石潭成功路口,POINT (121.589473 25.063223)
5056,南港抽水站,POINT (121.612432676573 25.0613512220777)
2528,樟山寺一,POINT (121.5802823692 24.974148079726)
926,德行忠誠路口,POINT (121.529856110539 25.1081760826766)
2081,吳興街派出所,POINT (121.56411093254 25.026580835434)
1738,大理服飾,POINT (121.498448 25.034146)
14620,永欣里,POINT (121.523922 25.122171)
9464,半嶺,POINT (121.56877 25.11873)
4986,天母圖書館,POINT (121.533231 25.123911)
173,自強街口(東華),POINT (121.51761 25.11225)
1501,市民延吉街口,POINT (121.554078 25.04428)
7244,福安宮,POINT (121.504658738281 25.1310806500559)
1928,延平鄭州路口,POINT (121.512006084706 25.0508902366714)
297,大湖區民活動�,POINT (121.601329 25.087763)
57710,文山二分局,POINT (121.541490239352 24.9919964181189)
1001371,捷運石牌站(西�,POINT (121.514805382203 25.1147582286207)
20259,劍潭山登山口,POINT (121.526281100099 25.0783263301734)
